
2020-01-12 00:11:09.581683,66.98660000000001
2020-01-12 00:11:11.468249,66.98660000000001
2020-01-12 00:12:53.324711,66.875
2020-01-12 00:22:54.298788,66.7616
2020-01-12 00:32:55.228853,66.5366
2020-01-12 00:42:56.188830,66.3116
2020-01-12 00:52:57.998850,66.2
2020-01-12 01:02:58.969269,66.0866
2020-01-12 01:13:00.868890,66.2
2020-01-12 01:23:01.849650,65.975
2020-01-12 07:46:52.252164,60.6866
2020-01-12 07:49:58.763502,60.6866
2020-01-12 07:50:14.226635,60.8
2020-01-12 08:00:15.205973,60.91160000000001
2020-01-12 08:10:16.166081,60.35
2020-01-12 08:20:17.125956,60.125
2020-01-12 08:30:18.145951,59.9
2020-01-12 08:40:19.194217,59.7866
2020-01-12 08:50:20.185792,59.5616
2020-01-12 09:00:21.193248,59.45
2020-01-12 09:10:22.225945,59.3366
2020-01-12 09:20:23.206049,59.225
2020-03-14 19:50:03.084047,63.275
